,Sample name,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo
33770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679734,,,,,,,,,,,,,,,,,,,,,
33769,,,,,,,,,,,,,,,,,,,1690980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293281,,,,,,,,
33768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4971140,1725980,,,,,,,,,,,,,,,,,,,3781680,1570780,,
33767,,,,,,,,,,,,,,,,,6601910,4482670,,,,,,,,,,,,,,,,,,,8232920,,,,,,,,,,,,,,,,,,,,6355200,,,,
33762,,,,,,,,,,,,,,,,,,,,,,,562615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33759,,,,,,,,,,,,246092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33749,,,,,,,,,,,,,,,10501600,7828030,,,,,,,,,,,,,,,,,,,12807800,8383400,,,,,,,,,,,,,,,,,343886,,7701580,7644970,,,,,
33747,,,,,,,,,,,,,,2437310,,,,,,,,,,,,,,,,,,,,3248860,,,,,,,,,,,,,,,,,,,,1652800,,,,,,,
33746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720799,,,
33744,,,,,,,,,,,,,745829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33738,,,,,,,,,,,,,,,,,,,359425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299940,,,,,,,,,,,,,,,,
33720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465559,,,,,,,,
33718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1788780,,,,,,,
33703,,,,,,,,,,,,,,2512170,,,,,,,,,,,,,,,,,,,,2509020,,,,,,,,,,,,,,,,,,,,,,,,,,,
33702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952665,,,,,,,,,,,,,,,,,,,,,,
33701,,,,,,,,,,,,,941965,,,,,,1156630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092620,,,,,,,,,,,,,,,,,,,,436231,,,,,,,,
33697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629455,,
33695,,,,,,,,,,,,,,,5315290,,,2657800,,,,,,,,,,,,,,,,,7249850,,,3132430,,,,,,,,,,,,,,,,,3634870,,,2431210,,,
33694,,,,,,,,,,,,,,,,,8100930,,,,,,,,,,,,,,,,,,,,8555520,,,,,,,,,304911,,,,,,,,,,,7381060,,,,
33693,,,,,,,,,,,,,,,,14377400,,,,,,,,,,,,,,,,,,,,16785000,,,,,,,,,,,,,,,,,,,,11402400,,,,,
33674,,,,,,,,,,,,,,,,,,,548525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4623930,,,,,,,,,,,,,,,,,,,,3002580,,,,,,,
33671,,,,,,,,,,,,,,4048310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33670,,,,,,,,,,,,,1133710,,,,,,,,,,,,,,,,,,,,1466650,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828907,,,,,,,,
33665,,,,,,640420,,,,,,,,,,,,717410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33664,,,,,,,,,,,,,,,,,1697460,,,,,,,,,,,,,,,,,,,,1641590,761662,,,,,,,,,,,,,,,,,,,1411300,,,,
33663,,,,,,,,,,,,,,,5690040,3477230,,,,,,,,,,,,,,,,,,,6732860,3296500,,,,,,,,,,,,,,,,,,,4618130,,,,,,
33662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2606080,,,,,
33645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1867070,,,,,,,,,,,,,,,,,,,,,,,,,,,
33643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339808,,,,,,,,,,,,,,,,,,,,,
33642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299929,,,,,,,,,,,,,,,,,,,,
33631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483783,
33630,,,,,,,,,,,,,,,,,,,,432530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33629,,,,,,,,,,,,,,,,,,,565922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33628,,,,,,,,,,,,,,1620770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1441990,,,,,,1077580,,,,,,,,,,,,,,,,,,,,,,
33626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604990,,,,,,,,,,,,,,,,,,,,,,,,,,,
33625,,,,,,,,,,,,,994749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106600,1582370,,,,,,,
33623,,,,,,,,,,,,,,,,,,2491840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736807,,
33622,,,,,,,,,,,,,,,,,4348940,,,,,,,,,,,,,,,,,,,,5023280,2864840,,,,,,,,,,,,,,,,,,,4018820,2308230,,,
33621,,,,,,,,,,,,,,,,6397720,,,,,,,,,,,,,,,,,,,,7260940,,,,,,,,,,,,,,,,,,,,5226650,,,,,
33617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300801,,,,,,,,,,,,,,,
33610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5170040,,,,,,,,,,,,,,,,,,,,,,,,,,
33594,,,,,,,,,,,,,,,,,,,,397534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33588,,,,,,,,,,,,,,,5195880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4311820,,,,,,
33587,,,,,,,,,,,,,,11872200,,,,,,,,,,,,,,,,,,,,12970300,,,,,,,,,,,,,,,,,,,2009620,9507300,,,,,,,
33586,,,,,,,,,,,,629288,2663050,,,,,,,,,,,,,,,,,,,,3622560,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255660,
33578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546649,,,,,,,,,,,,,,,,,,,,,,,,,,,238017,,
33571,,,,,,,,,,,,,,,,,,,,,246357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617952,,,,,,,,,,,,,,,,,,,,,,
33553,,,,,,,,,,,,825288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33552,,,,,,,,,,,,,,,,,,,307993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1505870,251904,,
33551,,,,,,,,,,,,,,,,,,2170380,,,,,,,,,,,,,,,,,,,,2375180,,,,,,,,,,,,,,,,,,,,,,,
33549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7226230,,,,,,,,,,,,,,,,,,,,6572520,,,,
33548,,,,,,,,,,,,,,,,10511800,6758970,,,,,,,,,,,,,,,,,,,12173200,,,615339,,,,,,,,,,,,,,,,,8510430,,,,,
33547,,,,,,,,,,,293943,,,,,,,,,,,,,,,,,,,,,,,,15591400,,,,,,,,,,,,,,,,,,,,10523600,,,,,,
33546,,,,,,,,,,,,,,,13802400,,,,,,,,,,,,,,,,,,,8523830,,,,,,,,,,,,,,,,,,,,,,,,,,,
33545,,,,,,,,,,,,,,6606180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4006820,,,,,,,
33540,,,,,,,,,,,,,1699940,,,,,,,,,,,,,,,,,,,624166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1323480,,,,,,,,
33538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2364710,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309197,,,,,,,,,
33528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795575,,,,,,,,,,,,,,,,,,,,,,,
33524,,,732834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33519,,,,,,,,,,,,,,,,,973023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2057690,,770264,,,,
33518,,,,,,,,,,,,,,,2851380,2377680,,,,,,,,,,,,,,,,,,,3057180,2280660,,,,,,,,,,,,,,,,,,,,1963530,,,,,
33517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870986,,,,,,,,,,,,,,,,,,,,,,,,
33512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415450,,,,,,,,,,,,,,,,
33508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33500,,,,,,,,,,,,,2349690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488293,1698790,,,,,,,,
33499,,,,,,,,,,,,,,6201710,,,,,,,,,,,,,,,,,,,3074800,6096180,,,,,,,,,,,,,,,,,,,,5316670,,,,,,,
33497,,,,,,,,,,,,,,,1777760,,,,,,,,,,,,,,,,,,,,1421930,,,,,,,,,,,,,,,,,,,,,,,,,,
33496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599800,,,,,,
33494,,,,,,,,,,,,712297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33478,,,,,,,,,,,,,,,,,,1301430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33477,,,,,,,,,,,,,,,,,3088090,,,,,,,,,,,,,,,,,,,,,1257260,,,,,,,,,,,,,,,,,,,,,,,
33476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5878960,3737100,,,,,,,,,,,,,,,,,,,4346520,2774700,1141150,,,
33475,,,,,,,,,,,,,,,,4842790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304936,,,,,,,,,,,,,,,,,,,,,,
33472,,,,,,,,,,,,,2762600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3112210,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2077270,,,,,,,,
33467,,,,,,,,,,,,1198670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708382,,,,,,,,,
33460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6430710,8308300,,,,,,,,,,,,,,,,,,,,,3135050,,,,,
33457,,,,,,,,,,,,,,5046120,8213150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6594800,,,,,,
33456,,,,,,,,,,,,,,,,3351720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626817,,,,,,,,,,,,,,,,,,,,,,,
33451,,,,,,,,,,,,,,,,,,505503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33446,,,,,,,,,,,,,,,,,,,,337374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3876450,,,,,,,
33439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384545,,,,,,,,,,,,,,,,,,,,,
33438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185971,,
33424,,,,,,,,,,,,1815200,,,,,,,,,,,,,,,,,,,,1637210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33423,,,,,,,,,,,,,3088020,,,,,,,,,,,,,,,,,,,,3026680,,,,,,,,,,,,,,,,,,,,3038640,,,,,,,,
33422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779599,,,,,,,,,
33411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1615690,,,,,,,
33409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811419,,,
33407,,,,,,,,,,,,,,2242140,,,,1298450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2727750,,,,,,,,,,,,,,,,,,,,,,,,,,,
33405,,,,,,,,,,,,,,,,,,,,,,,,,576688,,,,,,,,,,,,,1216280,,,,,,,,,,,,,,,,,,,,,,,
33403,,,,,,,,,,,,,,,,,4436050,,,,,,,,,,,,,,,,,,,9663480,4184120,,,,,,,,,,,,,,,,,,,,3822900,,,,
33402,,,,,,,,,,,,,,,12423400,9271970,,,,,,,,,,,,,,,,,,,13932800,,,,,,,,,,,,,,,,,,,,8830230,8473710,,,,,
33396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213858,,,,,,,,,,,
33384,,,,,,,,,,,,,,10234900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33383,,,,,,,,,,,,1584960,8942580,,,,,,,,,,,,,,,,,,,,10705500,10087900,,,,,,,,,,,,,,,,,,,5509190,9816290,,,,,,,
33379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1736580,,,,,,,,,,,,,,,,,,,,875558,,,,,,,,,
33378,,,,,,,,,,,,,,,,1396850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3018690,,,,,,,,,,,,,,,,,,,,,,,,,,
33376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314491,,,,,,,,,2100010,,,,,,
33375,,,,,,,,,,,,,,,2651730,,,,,,,,,,,,,,,,,,,,,1366210,601036,,,,,,,,,,,,,,,,,,,,,,,,
33374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1226960,,,,,
33372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554228,,176981,,
33370,,,,,,,,,,,,,,,,,802373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728231,,,,,,,,,,,,,,,,,,,,,,,
33337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4507860,,,,,,,,,,,,,,,,,,,,1969550,6183130,,,,,,,,
33336,,,,,,,,,,,,4362970,5802450,,,,,,,,,,,,,,,,,,,,6465980,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232607,,,
33331,,,,,,,,,,,,,,,,4647460,,,,,,,,,,,,,,,,,,,,4333080,1724690,,,,,,,,,,,,,,,,,,,3691050,1502970,,,,
33330,,,,,,,,,,,,,,,,,1713020,,,,,,,,,,,,,,1020510,,,,,,,,,,,,,,,,,,,,,,,4287510,,,,,,,
33329,,,,,,,,,,,,,,6307580,7473630,,,,,,,,,,,,,,,,,,,7076600,8201770,,,,,,,,,,,,,,,,,,,,5855010,,,,,,
33305,,,,,,,,,,,,,,,,1612840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4005560,,,,,,,,,,,,,,,,,,,,3114610,,,,,,
33298,,,,,,,,,,,,,,,3705430,,,,,,,,,,,,,,,,,,,,,,,,286372,,,,,,,,,,,,,,,,,,,,,,
33296,,,,,,,,,,,,2194770,,11644700,,,,,,,,,,,,,,,,,808969,,17224800,10389900,,,,,,,,,,,,,,,,,,887917,9814670,11158000,,,,,,,
33295,,,,,,,,,,,,,14765400,,,,,,,,,,,,,,,,,,,,,,,,578171,,,,,,,,,,,,,,,,,,,,,,,,
33294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1908930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33283,,,,,,,,,,296798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33258,,,,,,,,,,,,,,,,,2032500,,,,,,,,,,,,,,,1672450,,,,,2378000,,,,,,,,,,,,,,,,,,,,1956540,,,,
33257,,,,,,,,,,,,,,,,6233300,,,,,,,,,,,,,,,,,,,,6910030,,492896,,,,,,,,,,,,,,,,,,5269600,,,,,
33256,,,,,,,,,,,,,,,8252440,,,,,,,,,,,,,,,,,,,,9414890,,,,,,,,,,,,,,,,,,,,6355750,,,,,,
33255,,,,,,,,,,,,,,9364060,,,,,,,,,,,,,,,,,,,,9600590,,,,,,,,,,,,,,,,,,,,6564790,,,,,,,
33253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394574,,,,,,,,,,
33251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1386830,,,,,,,,,
33250,,,,,,,,,,,,2265140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33244,,,,,,478127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550930,,,,,,,,
33240,,,,,,,,,,,,,3351830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4589230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5318900,,,,,,,
33232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432214,,,,
33230,,,,,,,,,,,,,,,,812326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758856,,,,,
33226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301499,,,,,,,,,,,,,,,
33223,,,,,,,,348141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33222,,,,,,,,,,,,,3804970,,,,,,,,,,,,,,,,,,,6458560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33221,,,,,,,,,,,,6699470,,,,,,,,,,,,,,,,,,,,,4153230,,,,,,,,,,,,,,,,,,,3200020,,,,,,,,,
33220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4941070,,,,,,,,
33219,,,,,,,,,,,1134910,,,,,,,,,,,,,,,,,,,,1288430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765431,,,,,,,,,,
33208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015850,,,,,,,
33200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897377,,,,,,,,,,,,,,,,,,,,,,,,
33194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430003,,,,,,,,,,,,,,,,,,,,,,,
33187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028880,,,,
33185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3049710,,,,,,,,,,,,,,,,,,,,3121360,,,,,
33184,,,,,,,,,,,,,,,8272110,3229360,,,,,,,,,,,,,,,,,,,8721340,,,,,,,,,,,,,,,,,,,,6754620,,,,,,
33183,,,,,,,,,,,,,11950500,,,,869014,,,,,,,,,,,,,,,,13629600,9060030,,,,,,,,,,,,,,,,,,,,,,,,,,,
33182,,,,,,,,,,,,,,8350750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8273240,8134900,,,,,,,
33181,,,,,,,,,,,,3247440,,,,,,,,,,,,,,,,,,,,2514770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906766,,,,,,,,,,
33174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1912240,,,,,,,,,
33173,,,,,,,,,,,1409650,,,,,,,,,,,,,,,,,,,,2027600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314047,,,,,,,,,,,,,
33154,,,,,,,,,,,,,,,2562590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2385920,,,,,,,,,,,,,,,,,,,,,,,,,,
33152,,,,,,,,,,,,,,,,620989,,,,,,,,,,,,,,,,,,7538820,,,,,,,,,,,,,,,,,,,,,2405720,,,,,,
33151,,,,,,,,,,,,,4894600,7880450,,,,,,,,,,,,,,,,,,,6031500,,,,,,,,,,,,,,,,,,,,,6585550,,,,,,,
